"quarter","host_id","host_n_listings_q","host_first_month_increment","host_increment_missing_n","host_increment_negative_n","host_inside_first_month_ltm","host_first_month_ltm_missing_n","host_scraped_ltm_count_unique_n","host_scraped_ltm_count","host_scraped_ltm_sum_unique_n","host_scraped_ltm_rating_sum","host_first_month_increment_match","host_first_month_increment_match_nonnegative","host_first_month_ltm_match","host_first_month_increment_match_rating_sum"
"Q323","22980167",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q323","229836139",1,1,0,0,17,0,1,18,1,88,FALSE,FALSE,FALSE,FALSE
"Q323","229858536",1,0,0,0,3,0,1,3,1,15,FALSE,FALSE,TRUE,FALSE
"Q323","229895593",1,1,0,0,42,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","229901581",1,2,0,0,60,0,1,60,1,289,FALSE,FALSE,TRUE,FALSE
"Q323","22992748",1,1,0,0,18,0,1,18,1,86,FALSE,FALSE,TRUE,FALSE
"Q323","230049837",1,2,0,0,4,0,1,4,1,17,FALSE,FALSE,TRUE,FALSE
"Q323","230172508",1,4,0,0,28,0,1,28,1,136,FALSE,FALSE,TRUE,FALSE
"Q323","230173141",1,7,0,0,42,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","23018972",1,3,0,0,38,0,1,0,1,0,FALSE,FALSE,FALSE,FALSE
"Q323","230191262",1,0,0,0,8,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","230192818",1,3,0,0,31,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","230378560",1,3,0,0,21,0,1,20,1,98,FALSE,FALSE,FALSE,FALSE
"Q323","230403448",4,0,0,0,17,0,1,18,1,85,FALSE,FALSE,FALSE,FALSE
"Q323","230449841",1,1,0,0,8,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","230645834",1,4,0,0,36,0,1,35,1,165,FALSE,FALSE,FALSE,FALSE
"Q323","230705060",3,4,0,0,60,0,1,41,1,185,FALSE,FALSE,FALSE,FALSE
"Q323","230831241",1,4,0,0,51,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","23090343",1,5,0,0,12,0,1,19,1,93,FALSE,FALSE,FALSE,FALSE
"Q323","230961710",1,3,0,0,30,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","231010965",1,3,0,0,13,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","2312420",1,4,0,0,31,0,1,32,1,159,FALSE,FALSE,FALSE,FALSE
"Q323","231281049",1,5,0,0,27,0,1,459,1,2140,FALSE,FALSE,FALSE,FALSE
"Q323","23144316",1,0,0,0,1,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","23147135",1,0,0,0,15,0,1,16,1,79,FALSE,FALSE,FALSE,FALSE
"Q323","231515893",1,2,0,0,37,0,1,38,1,181,FALSE,FALSE,FALSE,FALSE
"Q323","231548638",1,2,0,0,14,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","2316542",1,0,0,0,15,0,1,15,1,73,FALSE,FALSE,TRUE,FALSE
"Q323","231684594",1,3,0,0,42,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","231691559",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q323","23178728",1,3,0,0,30,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","23189353",1,2,0,0,33,0,1,34,1,158,FALSE,FALSE,FALSE,FALSE
"Q323","23189573",1,0,0,0,7,0,1,7,1,34,FALSE,FALSE,TRUE,FALSE
"Q323","2320031",4,1,0,0,21,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","23215098",1,2,0,0,34,0,1,54,1,266,FALSE,FALSE,FALSE,FALSE
"Q323","232152341",1,0,0,0,4,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","2321877",2,6,0,0,51,0,1,26,1,121,FALSE,FALSE,FALSE,FALSE
"Q323","23219783",3,2,0,0,42,0,1,42,1,204,FALSE,FALSE,TRUE,FALSE
"Q323","2323652",1,1,0,0,40,0,1,46,1,217,FALSE,FALSE,FALSE,FALSE
"Q323","232578558",1,3,0,0,30,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","2327106",1,2,0,0,4,0,1,4,1,18,FALSE,FALSE,TRUE,FALSE
"Q323","232747773",1,1,0,0,16,0,1,17,1,83,FALSE,FALSE,FALSE,FALSE
"Q323","232806142",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q323","23293950",1,4,0,0,36,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","233025597",1,2,0,0,27,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","23309908",1,0,0,0,5,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","23317640",1,0,0,0,3,0,1,3,1,15,FALSE,FALSE,TRUE,FALSE
"Q323","233207914",2,3,0,0,39,0,1,41,1,204,FALSE,FALSE,FALSE,FALSE
"Q323","233375830",1,0,0,0,3,0,1,26,1,126,FALSE,FALSE,FALSE,FALSE
"Q323","23340570",1,0,0,0,3,0,1,3,1,14,FALSE,FALSE,TRUE,FALSE
"Q323","233434420",1,0,0,0,26,0,1,25,1,123,FALSE,FALSE,FALSE,FALSE
"Q323","233436938",1,2,0,0,25,0,1,24,1,119,FALSE,FALSE,FALSE,FALSE
"Q323","233528692",1,1,0,0,9,0,1,9,1,45,FALSE,FALSE,TRUE,FALSE
"Q323","233665357",1,0,0,0,4,0,1,5,1,25,FALSE,FALSE,FALSE,FALSE
"Q323","233682356",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q323","23388169",1,1,0,0,7,0,1,7,1,30,FALSE,FALSE,TRUE,FALSE
"Q323","2339049",1,1,0,0,50,0,1,51,1,251,FALSE,FALSE,FALSE,FALSE
"Q323","23407300",1,3,0,0,8,0,1,9,1,45,FALSE,FALSE,FALSE,FALSE
"Q323","234147066",1,1,0,0,15,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","234174616",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q323","234211879",1,4,0,0,44,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","23424348",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q323","234357462",1,0,0,0,3,0,1,3,1,14,FALSE,FALSE,TRUE,FALSE
"Q323","234383886",1,3,0,0,9,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","2343858",1,0,0,0,3,0,1,9,1,44,FALSE,FALSE,FALSE,FALSE
"Q323","234423593",1,1,0,0,16,0,1,16,1,79,FALSE,FALSE,TRUE,FALSE
"Q323","234569330",1,2,0,0,16,0,1,0,1,0,FALSE,FALSE,FALSE,FALSE
"Q323","234572569",1,3,0,0,41,0,1,40,1,193,FALSE,FALSE,FALSE,FALSE
"Q323","234641474",1,0,0,0,9,0,1,9,1,44,FALSE,FALSE,TRUE,FALSE
"Q323","2350311",1,1,0,0,2,0,1,2,1,10,FALSE,FALSE,TRUE,FALSE
"Q323","2350439",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q323","235062143",1,6,0,0,58,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","235329443",1,4,0,0,63,0,1,65,1,314,FALSE,FALSE,FALSE,FALSE
"Q323","23538896",1,1,0,0,3,0,1,3,1,14,FALSE,FALSE,TRUE,FALSE
"Q323","23548583",2,0,0,0,6,0,1,6,1,29,FALSE,FALSE,TRUE,FALSE
"Q323","235676280",1,3,0,0,32,0,1,34,1,156,FALSE,FALSE,FALSE,FALSE
"Q323","23573717",1,0,0,0,10,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","23619636",1,0,0,0,4,0,1,6,1,30,FALSE,FALSE,FALSE,FALSE
"Q323","23624611",1,0,0,0,4,0,1,0,1,0,TRUE,TRUE,FALSE,TRUE
"Q323","23680153",1,0,0,0,1,0,1,1,1,4,FALSE,FALSE,TRUE,FALSE
"Q323","2368191",2,3,0,0,27,0,1,39,1,191,FALSE,FALSE,FALSE,FALSE
"Q323","23684",1,0,0,0,3,0,1,10,1,48,FALSE,FALSE,FALSE,FALSE
"Q323","2368634",1,4,0,0,6,0,1,6,1,30,FALSE,FALSE,TRUE,FALSE
"Q323","2370635",1,3,0,0,33,0,1,34,1,166,FALSE,FALSE,FALSE,FALSE
"Q323","23708009",1,4,0,0,25,0,1,26,1,127,FALSE,FALSE,FALSE,FALSE
"Q323","237113187",1,2,0,0,21,0,1,22,1,109,FALSE,FALSE,FALSE,FALSE
"Q323","2371673",1,0,0,0,5,0,1,5,1,25,FALSE,FALSE,TRUE,FALSE
"Q323","23722110",1,0,0,0,2,0,1,2,1,10,FALSE,FALSE,TRUE,FALSE
"Q323","2373167",1,0,0,0,20,0,1,20,1,99,FALSE,FALSE,TRUE,FALSE
"Q323","237340817",1,4,0,0,55,0,1,56,1,280,FALSE,FALSE,FALSE,FALSE
"Q323","2374010",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q323","237598325",1,4,0,0,39,0,1,39,1,193,FALSE,FALSE,TRUE,FALSE
"Q323","237715800",2,1,0,0,40,0,1,40,1,186,FALSE,FALSE,TRUE,FALSE
"Q323","23772724",40,7,0,0,73,0,1,74,1,342,FALSE,FALSE,FALSE,FALSE
"Q323","23777742",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q323","23789523",1,0,0,0,1,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","2381030",1,0,0,0,3,0,1,3,1,15,FALSE,FALSE,TRUE,FALSE
"Q323","238118741",1,3,0,0,27,0,1,27,1,128,FALSE,FALSE,TRUE,FALSE
"Q323","23834677",1,3,0,0,61,0,1,62,1,300,FALSE,FALSE,FALSE,FALSE
"Q323","238380801",1,4,0,0,20,0,1,22,1,110,FALSE,FALSE,FALSE,FALSE
"Q323","23870466",1,0,0,0,1,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","238735207",1,6,0,0,36,0,1,36,1,175,FALSE,FALSE,TRUE,FALSE
"Q323","2388516",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q323","238953933",1,0,0,0,16,0,1,16,1,74,FALSE,FALSE,TRUE,FALSE
"Q323","238975559",1,1,0,0,24,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","23905146",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q323","23911445",1,2,0,0,23,0,1,24,1,113,FALSE,FALSE,FALSE,FALSE
"Q323","23913784",1,0,0,0,45,0,1,65,1,317,FALSE,FALSE,FALSE,FALSE
"Q323","23936649",1,0,0,0,8,0,1,8,1,32,FALSE,FALSE,TRUE,FALSE
"Q323","2394401",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q323","23944868",1,0,0,0,22,0,1,22,1,107,FALSE,FALSE,TRUE,FALSE
"Q323","23952383",1,0,0,0,4,0,1,4,1,20,FALSE,FALSE,TRUE,FALSE
"Q323","23952819",2,6,0,0,66,0,1,68,1,321,FALSE,FALSE,FALSE,FALSE
"Q323","239844232",2,0,0,0,14,0,1,9,1,44,FALSE,FALSE,FALSE,FALSE
"Q323","2399919",1,1,0,0,29,0,1,44,1,218,FALSE,FALSE,FALSE,FALSE
"Q323","240037432",1,1,0,0,7,0,1,7,1,35,FALSE,FALSE,TRUE,FALSE
"Q323","240306801",1,0,0,0,14,0,1,35,1,171,FALSE,FALSE,FALSE,FALSE
"Q323","24047387",1,0,0,0,1,0,1,0,1,0,TRUE,TRUE,FALSE,TRUE
"Q323","240480084",1,0,0,0,6,0,1,6,1,28,FALSE,FALSE,TRUE,FALSE
"Q323","240482330",2,12,0,0,50,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","240504372",1,0,0,0,2,0,1,2,1,10,FALSE,FALSE,TRUE,FALSE
"Q323","24051501",1,0,0,0,3,0,1,0,1,0,TRUE,TRUE,FALSE,TRUE
"Q323","2405781",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q323","240594389",2,2,0,0,8,0,1,8,1,40,FALSE,FALSE,TRUE,FALSE
"Q323","240706448",1,1,0,0,29,0,1,31,1,148,FALSE,FALSE,FALSE,FALSE
"Q323","24088306",1,1,0,0,5,0,1,5,1,25,FALSE,FALSE,TRUE,FALSE
"Q323","24090598",1,3,0,0,9,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","240907115",5,18,0,0,117,0,1,39,1,188,FALSE,FALSE,FALSE,FALSE
"Q323","24170873",1,6,0,0,42,0,1,42,1,209,FALSE,FALSE,TRUE,FALSE
"Q323","24178886",1,0,0,0,4,0,1,4,1,20,FALSE,FALSE,TRUE,FALSE
"Q323","24191602",3,0,0,0,13,0,1,15,1,67,FALSE,FALSE,FALSE,FALSE
"Q323","241945355",2,4,0,0,18,0,1,19,1,91,FALSE,FALSE,FALSE,FALSE
"Q323","24195130",1,0,0,0,25,0,1,26,1,129,FALSE,FALSE,FALSE,FALSE
"Q323","242152267",4,2,0,0,70,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","2423061",1,0,0,0,1,0,1,52,1,260,FALSE,FALSE,FALSE,FALSE
"Q323","242348374",1,3,0,0,33,0,1,35,1,175,FALSE,FALSE,FALSE,FALSE
"Q323","2423570",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q323","24258807",1,2,0,0,6,0,1,0,1,0,FALSE,FALSE,FALSE,FALSE
"Q323","24261901",1,0,0,0,7,0,1,7,1,33,FALSE,FALSE,TRUE,FALSE
"Q323","24268565",1,0,0,0,5,0,1,5,1,25,FALSE,FALSE,TRUE,FALSE
"Q323","242967001",1,1,0,0,13,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","24300850",1,0,0,0,2,0,1,2,1,10,FALSE,FALSE,TRUE,FALSE
"Q323","24302484",1,0,0,0,12,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","243039099",1,0,0,0,4,0,1,4,1,20,FALSE,FALSE,TRUE,FALSE
"Q323","243267345",2,4,0,0,32,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","243288727",4,0,0,0,7,0,1,6,1,25,FALSE,FALSE,FALSE,FALSE
"Q323","2435523",1,0,0,0,2,0,1,2,1,10,FALSE,FALSE,TRUE,FALSE
"Q323","243704514",1,1,0,0,3,0,1,3,1,14,FALSE,FALSE,TRUE,FALSE
"Q323","243716532",1,4,0,0,47,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","244071",1,6,0,0,36,0,1,36,1,179,FALSE,FALSE,TRUE,FALSE
"Q323","24413819",1,0,0,0,1,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","24424456",1,2,0,0,34,0,1,34,1,164,FALSE,FALSE,TRUE,FALSE
"Q323","244473721",2,0,0,0,6,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","244581878",1,3,0,0,33,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","244624345",1,4,0,0,15,0,1,15,1,75,FALSE,FALSE,TRUE,FALSE
"Q323","244733416",1,0,0,0,14,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","2449215",1,5,0,0,24,0,1,51,1,251,FALSE,FALSE,FALSE,FALSE
"Q323","244941920",1,0,0,0,9,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","244964029",1,6,0,0,47,0,1,48,1,237,FALSE,FALSE,FALSE,FALSE
"Q323","245003299",2,3,0,0,51,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","24517667",1,1,0,0,14,0,1,14,1,70,FALSE,FALSE,TRUE,FALSE
"Q323","24544724",1,1,0,0,5,0,1,5,1,25,FALSE,FALSE,TRUE,FALSE
"Q323","24549757",1,0,0,0,1,0,1,1,1,4,FALSE,FALSE,TRUE,FALSE
"Q323","24557646",1,1,0,0,15,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","2455767",1,2,0,0,14,0,1,15,1,71,FALSE,FALSE,FALSE,FALSE
"Q323","245684727",1,2,0,0,7,0,1,7,1,29,FALSE,FALSE,TRUE,FALSE
"Q323","245686814",1,2,0,0,14,0,1,22,1,108,FALSE,FALSE,FALSE,FALSE
"Q323","24576989",1,0,0,0,2,0,1,2,1,10,FALSE,FALSE,TRUE,FALSE
"Q323","245781067",1,1,0,0,3,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","246197981",1,0,0,0,22,0,1,22,1,97,FALSE,FALSE,TRUE,FALSE
"Q323","24628477",1,0,0,0,4,0,1,4,1,19,FALSE,FALSE,TRUE,FALSE
"Q323","24631598",1,0,0,0,3,0,1,3,1,15,FALSE,FALSE,TRUE,FALSE
"Q323","2463252",1,0,0,0,2,0,1,2,1,9,FALSE,FALSE,TRUE,FALSE
"Q323","24641078",3,1,0,0,9,0,1,11,1,55,FALSE,FALSE,FALSE,FALSE
"Q323","24668",1,0,0,0,3,0,1,3,1,15,FALSE,FALSE,TRUE,FALSE
"Q323","246923606",2,6,0,0,46,0,1,46,1,210,FALSE,FALSE,TRUE,FALSE
"Q323","246928",1,0,0,0,2,0,1,2,1,10,FALSE,FALSE,TRUE,FALSE
"Q323","24696055",1,1,0,0,11,0,1,11,1,54,FALSE,FALSE,TRUE,FALSE
"Q323","24699718",1,0,0,0,2,0,1,2,1,10,FALSE,FALSE,TRUE,FALSE
"Q323","247064022",1,0,0,0,4,0,1,4,1,20,FALSE,FALSE,TRUE,FALSE
"Q323","24738407",2,0,0,0,8,0,1,8,1,38,FALSE,FALSE,TRUE,FALSE
"Q323","24740457",1,0,0,0,25,0,1,25,1,125,FALSE,FALSE,TRUE,FALSE
"Q323","2474134",1,0,0,0,10,0,1,10,1,50,FALSE,FALSE,TRUE,FALSE
"Q323","24761711",4,0,0,0,43,0,1,47,1,229,FALSE,FALSE,FALSE,FALSE
"Q323","247644516",1,1,0,0,20,0,1,20,1,99,FALSE,FALSE,TRUE,FALSE
"Q323","24771677",3,1,0,0,6,0,1,9,1,44,FALSE,FALSE,FALSE,FALSE
"Q323","2478424",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q323","247900596",3,11,0,0,97,0,1,98,1,468,FALSE,FALSE,FALSE,FALSE
"Q323","24800102",1,0,0,0,10,0,1,10,1,46,FALSE,FALSE,TRUE,FALSE
"Q323","24806910",1,0,0,0,3,0,1,3,1,15,FALSE,FALSE,TRUE,FALSE
"Q323","24827822",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q323","248426027",1,4,0,0,12,0,1,12,1,54,FALSE,FALSE,TRUE,FALSE
"Q323","2484383",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q323","24856484",1,2,0,0,21,0,1,30,1,144,FALSE,FALSE,FALSE,FALSE
"Q323","24856897",1,2,0,0,14,0,1,14,1,70,FALSE,FALSE,TRUE,FALSE
"Q323","2487309",1,0,0,0,3,0,1,3,1,15,FALSE,FALSE,TRUE,FALSE
"Q323","248747404",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q323","248788151",1,0,0,0,8,0,1,8,1,36,FALSE,FALSE,TRUE,FALSE
"Q323","248944870",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q323","249006",2,2,0,0,6,0,1,5,1,25,FALSE,FALSE,FALSE,FALSE
"Q323","249104360",1,1,0,0,14,0,1,14,1,70,FALSE,FALSE,TRUE,FALSE
"Q323","249210688",1,0,0,0,3,0,1,3,1,15,FALSE,FALSE,TRUE,FALSE
"Q323","2492533",1,0,0,0,4,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","249308542",1,2,0,0,21,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","24961320",1,0,0,0,1,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","2496464",1,0,0,0,1,0,1,1,1,4,FALSE,FALSE,TRUE,FALSE
"Q323","24968314",1,2,0,0,17,0,1,17,1,78,FALSE,FALSE,TRUE,FALSE
"Q323","24973197",1,0,0,0,1,0,1,1,1,4,FALSE,FALSE,TRUE,FALSE
"Q323","24986742",1,0,0,0,4,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","24999007",2,0,0,0,7,0,1,38,1,190,FALSE,FALSE,FALSE,FALSE
"Q323","25001808",1,1,0,0,15,0,1,15,1,72,FALSE,FALSE,TRUE,FALSE
"Q323","250149612",1,0,0,0,8,0,1,8,1,37,FALSE,FALSE,TRUE,FALSE
"Q323","250252296",3,7,0,0,100,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","25039956",1,0,0,0,3,0,1,3,1,15,FALSE,FALSE,TRUE,FALSE
"Q323","2504825",1,0,0,0,4,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","2505447",1,1,0,0,4,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","25059970",1,0,0,0,1,0,1,9,1,45,FALSE,FALSE,FALSE,FALSE
"Q323","250689404",1,5,0,0,52,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","25076332",1,1,0,0,10,0,1,10,1,50,FALSE,FALSE,TRUE,FALSE
"Q323","25079039",1,2,0,0,9,0,1,10,1,50,FALSE,FALSE,FALSE,FALSE
"Q323","25096301",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q323","251039",1,1,0,0,4,0,1,9,1,45,FALSE,FALSE,FALSE,FALSE
"Q323","25112856",1,0,0,0,16,0,1,16,1,69,FALSE,FALSE,TRUE,FALSE
"Q323","25116387",1,0,0,0,2,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","251217819",2,0,0,0,24,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","25137",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q323","2515274",1,0,0,0,1,0,1,29,1,136,FALSE,FALSE,FALSE,FALSE
"Q323","25163365",1,2,0,0,15,0,1,15,1,75,FALSE,FALSE,TRUE,FALSE
"Q323","25168319",1,0,0,0,13,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","251704655",3,10,0,0,128,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","25171838",1,3,0,0,10,0,1,12,1,57,FALSE,FALSE,FALSE,FALSE
"Q323","251805741",1,5,0,0,31,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","25183",2,7,0,0,59,0,1,61,1,292,FALSE,FALSE,FALSE,FALSE
"Q323","2518984",2,8,0,0,118,0,1,119,1,588,FALSE,FALSE,FALSE,FALSE
"Q323","2520125",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q323","252034303",1,6,0,0,47,0,1,46,1,224,FALSE,FALSE,FALSE,FALSE
"Q323","252105385",1,2,0,0,31,0,1,32,1,156,FALSE,FALSE,FALSE,FALSE
"Q323","2521127",1,0,0,0,1,0,1,2,1,10,FALSE,FALSE,FALSE,FALSE
"Q323","25214775",1,0,0,0,4,0,1,4,1,20,FALSE,FALSE,TRUE,FALSE
"Q323","2522815",2,1,0,0,23,0,1,23,1,115,FALSE,FALSE,TRUE,FALSE
"Q323","25233305",1,4,0,0,8,0,1,8,1,40,FALSE,FALSE,TRUE,FALSE
"Q323","25233493",2,1,0,0,8,0,1,48,1,240,FALSE,FALSE,FALSE,FALSE
"Q323","252361",1,2,0,0,52,0,1,53,1,257,FALSE,FALSE,FALSE,FALSE
"Q323","252372862",1,1,0,0,11,0,1,11,1,55,FALSE,FALSE,TRUE,FALSE
"Q323","2526182",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q323","25261935",1,1,0,0,19,0,1,19,1,95,FALSE,FALSE,TRUE,FALSE
"Q323","25277762",1,0,0,0,10,0,1,10,1,50,FALSE,FALSE,TRUE,FALSE
"Q323","2530670",1,4,0,0,27,0,1,28,1,137,FALSE,FALSE,FALSE,FALSE
"Q323","253095994",1,2,0,0,8,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","253110236",1,1,0,0,14,0,1,15,1,70,FALSE,FALSE,FALSE,FALSE
"Q323","25323622",1,3,0,0,31,0,1,31,1,150,FALSE,FALSE,TRUE,FALSE
"Q323","253845422",1,0,0,0,8,0,1,8,1,39,FALSE,FALSE,TRUE,FALSE
"Q323","253977488",1,4,0,0,10,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","2540010",1,2,0,0,36,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","2543296",1,0,0,0,1,0,1,1,1,4,FALSE,FALSE,TRUE,FALSE
"Q323","254423425",1,3,0,0,36,0,1,54,1,253,FALSE,FALSE,FALSE,FALSE
"Q323","25481333",1,4,0,0,41,0,1,42,1,196,FALSE,FALSE,FALSE,FALSE
"Q323","2548258",1,0,0,0,18,0,1,53,1,259,FALSE,FALSE,FALSE,FALSE
"Q323","254846",3,0,0,0,3,0,1,2,1,10,FALSE,FALSE,FALSE,FALSE
"Q323","25507139",1,5,0,0,14,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","2554853",1,0,0,0,1,0,1,3,1,15,FALSE,FALSE,FALSE,FALSE
"Q323","255787885",1,4,0,0,23,0,1,24,1,119,FALSE,FALSE,FALSE,FALSE
"Q323","255845850",1,0,0,0,1,0,1,1,1,1,FALSE,FALSE,TRUE,FALSE
"Q323","25596933",1,0,0,0,2,0,1,2,1,10,FALSE,FALSE,TRUE,FALSE
"Q323","25597316",1,4,0,0,25,0,1,33,1,162,FALSE,FALSE,FALSE,FALSE
"Q323","256031371",1,3,0,0,30,0,1,30,1,150,FALSE,FALSE,TRUE,FALSE
"Q323","256064193",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q323","256071378",1,3,0,0,39,0,1,39,1,182,FALSE,FALSE,TRUE,FALSE
"Q323","256104672",1,0,0,0,27,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","256115397",1,3,0,0,23,0,1,22,1,102,FALSE,FALSE,FALSE,FALSE
"Q323","25683499",1,1,0,0,49,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","256878517",1,1,0,0,39,0,1,40,1,195,FALSE,FALSE,FALSE,FALSE
"Q323","25687903",1,3,0,0,39,0,1,78,1,381,FALSE,FALSE,FALSE,FALSE
"Q323","25689357",1,1,0,0,24,0,1,26,1,130,FALSE,FALSE,FALSE,FALSE
"Q323","256966373",4,10,0,0,124,0,1,123,1,607,FALSE,FALSE,FALSE,FALSE
"Q323","257035928",1,3,0,0,18,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","25703731",1,1,0,0,10,0,1,10,1,45,FALSE,FALSE,TRUE,FALSE
"Q323","2571",1,1,0,0,4,0,1,4,1,20,FALSE,FALSE,TRUE,FALSE
"Q323","25720293",2,1,0,0,10,0,1,12,1,60,FALSE,FALSE,FALSE,FALSE
