"quarter","host_id","host_n_listings_q","any_full","any_panel_b","any_panel_b_ex2","scraped_unique_n","scraped","inside_ex_ltm","inside_ex_missing_n","inside_first_ltm","inside_first_missing_n","inside_current_ltm","inside_current_missing_n","calc_host_listings","host_listings","host_total_listings","any_previous_scrape","diff_ex","diff_first","diff_current","abs_diff_ex","abs_diff_first","abs_diff_current","best_inside_snapshot","exact_ex","exact_first","exact_current","within1_ex","within2_ex","scraped_gt_ex","inside_gt_ex","observed_all_calc_listings","observed_lt_calc_listings","single_listing_host_q"
"Q324","377647905",1,TRUE,FALSE,FALSE,1,41,13,0,6,0,3,0,6,6,8,FALSE,28,35,38,28,35,38,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"Q324","377783",1,TRUE,FALSE,FALSE,1,3,4,0,3,0,2,0,1,1,1,FALSE,-1,0,1,1,0,1,"first_month_ltm",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q324","377953873",3,TRUE,TRUE,FALSE,1,10,9,0,10,0,10,0,4,4,6,FALSE,1,0,0,1,0,0,"first_month_ltm",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"Q324","378228712",1,TRUE,TRUE,TRUE,1,2,3,0,2,0,1,0,2,3,4,FALSE,-1,0,1,1,0,1,"first_month_ltm",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
"Q324","3787962",1,TRUE,FALSE,FALSE,1,17,5,0,6,0,5,0,1,2,3,FALSE,12,11,12,12,11,12,"first_month_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"Q324","37883321",1,TRUE,TRUE,FALSE,1,8,3,0,3,0,2,0,9,9,13,FALSE,5,5,6,5,5,6,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"Q324","378853274",3,TRUE,FALSE,FALSE,1,60,85,0,88,0,96,0,5,5,5,FALSE,-25,-28,-36,25,28,36,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"Q324","378919673",1,TRUE,TRUE,FALSE,1,1,1,0,1,0,1,0,1,1,1,FALSE,0,0,0,0,0,0,"ex_quarter_ltm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q324","378995497",1,TRUE,FALSE,FALSE,1,35,43,0,35,0,27,0,1,1,1,FALSE,-8,0,8,8,0,8,"first_month_ltm",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q324","37899945",1,TRUE,TRUE,FALSE,1,1,0,0,1,0,1,0,1,1,1,FALSE,1,0,0,1,0,0,"first_month_ltm",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
"Q324","37915862",1,TRUE,FALSE,FALSE,1,1,1,0,1,0,1,0,1,1,3,FALSE,0,0,0,0,0,0,"ex_quarter_ltm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q324","37918574",1,TRUE,TRUE,FALSE,1,11,14,0,10,0,10,0,2,2,8,FALSE,-3,1,1,3,1,1,"first_month_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"Q324","3793540",1,TRUE,FALSE,FALSE,1,6,5,0,6,0,6,0,1,1,4,FALSE,1,0,0,1,0,0,"first_month_ltm",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
"Q324","380013607",1,TRUE,TRUE,FALSE,1,10,7,0,9,0,14,0,1,1,2,FALSE,3,1,-4,3,1,4,"first_month_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"Q324","380274974",1,TRUE,TRUE,FALSE,1,3,5,0,3,0,3,0,1,1,2,FALSE,-2,0,0,2,0,0,"first_month_ltm",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q324","380332619",6,TRUE,TRUE,FALSE,1,26,18,0,21,0,21,0,9,10,12,FALSE,8,5,5,8,5,5,"first_month_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"Q324","380492496",1,TRUE,TRUE,FALSE,1,1,1,0,1,0,0,0,1,1,2,FALSE,0,0,1,0,0,1,"ex_quarter_ltm",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q324","380601266",20,TRUE,FALSE,FALSE,1,45,38,0,34,0,32,0,28,28,28,FALSE,7,11,13,7,11,13,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"Q324","3806282",1,TRUE,FALSE,FALSE,1,14,16,0,13,0,9,0,1,1,1,FALSE,-2,1,5,2,1,5,"first_month_ltm",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q324","380727943",1,TRUE,FALSE,FALSE,1,11,16,0,11,0,7,0,1,1,1,FALSE,-5,0,4,5,0,4,"first_month_ltm",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q324","380818034",1,TRUE,TRUE,FALSE,1,10,11,0,10,0,8,0,1,1,9,FALSE,-1,0,2,1,0,2,"first_month_ltm",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q324","381044652",1,TRUE,FALSE,FALSE,1,13,16,0,12,0,11,0,1,1,1,FALSE,-3,1,2,3,1,2,"first_month_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q324","381148614",1,TRUE,TRUE,FALSE,1,6,9,0,5,0,4,0,1,1,1,FALSE,-3,1,2,3,1,2,"first_month_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q324","381374171",1,TRUE,TRUE,FALSE,1,573,153,0,154,0,151,0,4,4,4,FALSE,420,419,422,420,419,422,"first_month_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"Q324","381610034",1,TRUE,TRUE,FALSE,1,2,3,0,2,0,2,0,1,1,1,FALSE,-1,0,0,1,0,0,"first_month_ltm",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q324","381698920",5,TRUE,TRUE,FALSE,1,75,31,0,28,0,27,0,31,31,37,FALSE,44,47,48,44,47,48,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"Q324","381859774",1,TRUE,FALSE,FALSE,1,4,4,0,5,0,5,0,1,1,1,FALSE,0,-1,-1,0,1,1,"ex_quarter_ltm",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q324","381875331",1,TRUE,TRUE,FALSE,1,8,5,0,4,0,4,0,1,2,2,FALSE,3,4,4,3,4,4,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"Q324","382617662",6,TRUE,TRUE,FALSE,1,315,308,0,303,0,301,0,7,7,11,FALSE,7,12,14,7,12,14,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"Q324","382749",1,TRUE,TRUE,FALSE,1,71,4,0,4,0,4,0,1,11,28,FALSE,67,67,67,67,67,67,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"Q324","3832468",1,TRUE,TRUE,FALSE,1,14,7,0,6,0,4,0,2,2,7,FALSE,7,8,10,7,8,10,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"Q324","383370816",1,TRUE,FALSE,FALSE,1,6,12,0,6,0,6,0,1,1,1,FALSE,-6,0,0,6,0,0,"first_month_ltm",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q324","383406",1,TRUE,FALSE,FALSE,1,2,2,0,1,0,2,0,1,1,2,FALSE,0,1,0,0,1,0,"ex_quarter_ltm",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q324","383797462",4,TRUE,FALSE,FALSE,1,114,24,0,21,0,16,0,4,9,9,FALSE,90,93,98,90,93,98,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"Q324","383843731",3,TRUE,FALSE,FALSE,1,34,43,0,33,0,30,0,3,3,5,FALSE,-9,1,4,9,1,4,"first_month_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Q324","384413290",1,TRUE,TRUE,TRUE,1,4,4,0,4,0,4,0,1,1,1,FALSE,0,0,0,0,0,0,"ex_quarter_ltm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q324","384532776",24,TRUE,FALSE,FALSE,1,58,45,0,56,0,51,0,44,45,57,FALSE,13,2,7,13,2,7,"first_month_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"Q324","384559808",20,TRUE,TRUE,FALSE,1,49,50,0,50,0,48,0,27,27,39,FALSE,-1,-1,1,1,1,1,"ex_quarter_ltm",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"Q324","385091169",4,TRUE,TRUE,FALSE,1,17,15,0,16,0,16,0,4,4,7,FALSE,2,1,1,2,1,1,"first_month_ltm",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"Q324","385129361",7,TRUE,TRUE,FALSE,1,41,13,0,12,0,11,0,32,38,52,FALSE,28,29,30,28,29,30,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"Q324","3851320",1,TRUE,TRUE,FALSE,1,66,12,0,10,0,7,0,1,3,8,FALSE,54,56,59,54,56,59,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"Q324","38515690",1,TRUE,TRUE,FALSE,1,3,4,0,3,0,2,0,1,1,2,FALSE,-1,0,1,1,0,1,"first_month_ltm",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q324","38530455",1,TRUE,FALSE,FALSE,1,5,4,0,4,0,4,0,1,2,5,FALSE,1,1,1,1,1,1,"ex_quarter_ltm",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
"Q324","38555920",1,TRUE,FALSE,FALSE,1,37,37,0,36,0,38,0,1,1,1,FALSE,0,1,-1,0,1,1,"ex_quarter_ltm",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q324","385605401",1,TRUE,TRUE,FALSE,0,NA,10,0,9,0,5,0,1,1,1,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,TRUE,FALSE,TRUE
"Q324","385630107",1,TRUE,FALSE,FALSE,1,4,5,0,4,0,2,0,2,2,2,FALSE,-1,0,2,1,0,2,"first_month_ltm",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
"Q324","385714687",1,TRUE,FALSE,FALSE,1,16,13,0,16,0,20,0,1,1,2,FALSE,3,0,-4,3,0,4,"first_month_ltm",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"Q324","38580398",1,TRUE,FALSE,FALSE,1,8,11,0,8,0,5,0,1,1,6,FALSE,-3,0,3,3,0,3,"first_month_ltm",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q324","385859541",1,TRUE,TRUE,TRUE,1,10,0,0,2,0,2,0,2,2,2,FALSE,10,8,8,10,8,8,"first_month_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"Q324","386139674",1,TRUE,TRUE,FALSE,1,82,78,0,84,0,83,0,1,1,1,FALSE,4,-2,-1,4,2,1,"current_month_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"Q324","386263",1,TRUE,TRUE,FALSE,1,4,4,0,4,0,4,0,1,1,8,FALSE,0,0,0,0,0,0,"ex_quarter_ltm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q324","38645516",1,TRUE,FALSE,FALSE,1,8,10,0,8,0,8,0,1,1,1,FALSE,-2,0,0,2,0,0,"first_month_ltm",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q324","387071756",1,TRUE,TRUE,FALSE,1,42,4,0,3,0,4,0,1,4,5,FALSE,38,39,38,38,39,38,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"Q324","387284813",1,TRUE,TRUE,FALSE,1,8,10,0,8,0,8,0,1,1,1,FALSE,-2,0,0,2,0,0,"first_month_ltm",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q324","387699039",1,TRUE,FALSE,FALSE,1,39,36,0,40,0,42,0,1,1,1,FALSE,3,-1,-3,3,1,3,"first_month_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"Q324","387845873",1,TRUE,FALSE,FALSE,1,2,3,0,2,0,2,0,1,1,3,FALSE,-1,0,0,1,0,0,"first_month_ltm",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q324","388246697",1,TRUE,FALSE,FALSE,1,24,33,0,24,0,19,0,1,1,2,FALSE,-9,0,5,9,0,5,"first_month_ltm",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q324","3882661",1,TRUE,TRUE,FALSE,1,2,2,0,2,0,2,0,2,2,4,FALSE,0,0,0,0,0,0,"ex_quarter_ltm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"Q324","388603242",13,TRUE,TRUE,TRUE,1,751,723,0,721,0,709,0,13,13,13,FALSE,28,30,42,28,30,42,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"Q324","388759271",2,TRUE,FALSE,FALSE,1,27,32,0,27,0,19,0,2,2,2,FALSE,-5,0,8,5,0,8,"first_month_ltm",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Q324","3889408",1,TRUE,FALSE,FALSE,1,11,15,0,10,0,2,0,1,1,1,FALSE,-4,1,9,4,1,9,"first_month_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q324","38902136",1,TRUE,FALSE,FALSE,1,6,5,0,6,0,5,0,1,1,2,FALSE,1,0,1,1,0,1,"first_month_ltm",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
"Q324","3896863",1,TRUE,FALSE,FALSE,1,28,18,0,13,0,11,0,1,2,5,FALSE,10,15,17,10,15,17,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"Q324","389805358",1,TRUE,FALSE,FALSE,1,42,43,0,43,0,45,0,1,1,5,FALSE,-1,-1,-3,1,1,3,"ex_quarter_ltm",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q324","3900540",1,TRUE,FALSE,FALSE,1,5,7,0,5,0,3,0,1,1,2,FALSE,-2,0,2,2,0,2,"first_month_ltm",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q324","390205488",1,TRUE,FALSE,FALSE,1,4,7,0,4,0,4,0,1,1,1,FALSE,-3,0,0,3,0,0,"first_month_ltm",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q324","390368320",1,TRUE,FALSE,FALSE,1,39,4,0,3,0,2,0,2,5,8,FALSE,35,36,37,35,36,37,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"Q324","390560570",2,TRUE,FALSE,FALSE,1,9,11,0,8,0,9,0,5,5,5,FALSE,-2,1,0,2,1,0,"current_month_ltm",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"Q324","3906249",1,TRUE,FALSE,FALSE,1,1,1,0,1,0,1,0,1,1,2,FALSE,0,0,0,0,0,0,"ex_quarter_ltm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q324","390872332",1,TRUE,FALSE,FALSE,1,3,2,0,2,0,3,0,1,1,8,FALSE,1,1,0,1,1,0,"current_month_ltm",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
"Q324","391176643",1,TRUE,FALSE,FALSE,1,1,2,0,1,0,1,0,1,1,1,FALSE,-1,0,0,1,0,0,"first_month_ltm",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q324","391579286",5,TRUE,TRUE,FALSE,1,91,68,0,72,0,93,0,6,6,10,FALSE,23,19,-2,23,19,2,"current_month_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"Q324","3916070",1,TRUE,FALSE,FALSE,1,4,4,0,3,0,2,0,1,2,3,FALSE,0,1,2,0,1,2,"ex_quarter_ltm",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q324","39162543",2,TRUE,TRUE,FALSE,1,12,10,0,11,0,9,0,3,3,5,FALSE,2,1,3,2,1,3,"first_month_ltm",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"Q324","39243102",1,TRUE,TRUE,FALSE,1,14,16,0,14,0,11,0,1,1,3,FALSE,-2,0,3,2,0,3,"first_month_ltm",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q324","39260",1,TRUE,TRUE,FALSE,1,3,3,0,3,0,4,0,1,1,1,FALSE,0,0,-1,0,0,1,"ex_quarter_ltm",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q324","392735319",4,TRUE,FALSE,FALSE,1,68,29,0,46,0,53,0,7,7,7,FALSE,39,22,15,39,22,15,"current_month_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"Q324","392740323",1,TRUE,FALSE,FALSE,1,16,23,0,16,0,12,0,1,1,1,FALSE,-7,0,4,7,0,4,"first_month_ltm",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q324","39275815",1,TRUE,FALSE,FALSE,1,5,5,0,5,0,5,0,1,1,1,FALSE,0,0,0,0,0,0,"ex_quarter_ltm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q324","392887204",1,TRUE,TRUE,FALSE,1,1,1,0,1,0,1,0,1,1,2,FALSE,0,0,0,0,0,0,"ex_quarter_ltm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q324","39305652",1,TRUE,FALSE,FALSE,1,2,2,0,2,0,1,0,1,1,1,FALSE,0,0,1,0,0,1,"ex_quarter_ltm",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q324","393473",2,TRUE,FALSE,FALSE,1,51,39,0,38,0,33,0,2,4,15,FALSE,12,13,18,12,13,18,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"Q324","393536950",1,TRUE,FALSE,FALSE,1,4,4,0,4,0,3,0,1,1,1,FALSE,0,0,1,0,0,1,"ex_quarter_ltm",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q324","393967857",1,TRUE,FALSE,FALSE,1,3,3,0,3,0,2,0,1,1,1,FALSE,0,0,1,0,0,1,"ex_quarter_ltm",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q324","394305005",1,TRUE,FALSE,FALSE,1,16,19,0,15,0,11,0,1,1,1,FALSE,-3,1,5,3,1,5,"first_month_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q324","394409000",1,TRUE,TRUE,FALSE,1,6,5,0,5,0,5,0,1,1,1,FALSE,1,1,1,1,1,1,"ex_quarter_ltm",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
"Q324","394602143",1,TRUE,FALSE,FALSE,1,55,21,0,18,0,12,0,3,3,3,FALSE,34,37,43,34,37,43,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"Q324","39477098",1,TRUE,FALSE,FALSE,1,13,15,0,13,0,8,0,1,2,3,FALSE,-2,0,5,2,0,5,"first_month_ltm",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q324","395131057",2,TRUE,FALSE,FALSE,1,133,4,0,4,0,5,0,2,47,60,FALSE,129,129,128,129,129,128,"current_month_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"Q324","395195732",1,TRUE,TRUE,FALSE,1,9,11,0,8,0,5,0,1,1,1,FALSE,-2,1,4,2,1,4,"first_month_ltm",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q324","3952200",2,TRUE,FALSE,FALSE,1,4,7,0,6,0,5,0,2,2,2,FALSE,-3,-2,-1,3,2,1,"current_month_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Q324","39543399",1,TRUE,TRUE,FALSE,1,15,5,0,4,0,2,0,3,3,4,FALSE,10,11,13,10,11,13,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"Q324","3954840",1,TRUE,FALSE,FALSE,1,21,25,0,21,0,19,0,1,1,4,FALSE,-4,0,2,4,0,2,"first_month_ltm",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q324","39549563",1,TRUE,FALSE,FALSE,1,2,2,0,2,0,2,0,1,1,4,FALSE,0,0,0,0,0,0,"ex_quarter_ltm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q324","39553567",1,TRUE,TRUE,FALSE,1,15,12,0,8,0,6,0,4,4,10,FALSE,3,7,9,3,7,9,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"Q324","395671107",3,TRUE,TRUE,FALSE,1,18,4,0,4,0,4,0,35,35,79,FALSE,14,14,14,14,14,14,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"Q324","395964359",1,TRUE,TRUE,FALSE,1,11,12,0,11,0,9,0,1,1,1,FALSE,-1,0,2,1,0,2,"first_month_ltm",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q324","396369764",3,TRUE,TRUE,FALSE,1,45,51,0,43,0,30,0,3,3,3,FALSE,-6,2,15,6,2,15,"first_month_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Q324","3964655",1,TRUE,TRUE,FALSE,1,36,33,0,33,0,33,0,1,2,2,FALSE,3,3,3,3,3,3,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"Q324","396662812",1,TRUE,FALSE,FALSE,1,7,10,0,8,0,5,0,1,1,1,FALSE,-3,-1,2,3,1,2,"first_month_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q324","396808869",2,TRUE,FALSE,FALSE,1,6,5,0,5,0,5,0,3,3,3,FALSE,1,1,1,1,1,1,"ex_quarter_ltm",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"Q324","396845074",3,TRUE,FALSE,FALSE,1,49,35,0,30,0,26,0,3,4,6,FALSE,14,19,23,14,19,23,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"Q324","396940563",1,TRUE,FALSE,FALSE,1,42,22,0,18,0,14,0,3,3,5,FALSE,20,24,28,20,24,28,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"Q324","397299731",2,TRUE,FALSE,FALSE,1,5,5,0,5,0,5,0,2,2,2,FALSE,0,0,0,0,0,0,"ex_quarter_ltm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"Q324","397371658",1,TRUE,TRUE,FALSE,1,2,4,0,2,0,2,0,1,1,1,FALSE,-2,0,0,2,0,0,"first_month_ltm",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q324","397538297",1,TRUE,FALSE,FALSE,1,52,52,0,50,0,46,0,1,1,2,FALSE,0,2,6,0,2,6,"ex_quarter_ltm",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q324","39827",1,TRUE,TRUE,FALSE,1,1,1,0,1,0,1,0,1,1,5,FALSE,0,0,0,0,0,0,"ex_quarter_ltm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q324","398277756",1,TRUE,TRUE,FALSE,1,1,1,0,1,0,1,0,2,2,3,FALSE,0,0,0,0,0,0,"ex_quarter_ltm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"Q324","398460031",1,TRUE,FALSE,FALSE,1,11,13,0,10,0,9,0,1,1,3,FALSE,-2,1,2,2,1,2,"first_month_ltm",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
